datasetID;Datasetversion_id;variable_id;unit;type;entity_id;entity;charachteristic_id;charachteristic;standard_id;standard;dataset_title;owner;project;variable_id_from_table;variable_value
42;1205;136;none;Date;9194;http://purl.obolibrary.org/obo/OBI_0000747;9195;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; PN-Datum ; 2/8/2011 12:00:00 AM-3/22/2011 12:00:00 AM-11/23/2010 12:00:00 AM-2/22/2011 12:00:00 AM-11/24/2010 12:00:00 AM-1/12/2011 12:00:00 AM-3/23/2011 12:00:00 AM-4/20/2011 12:00:00 AM-10/27/2010 12:00:00 AM-5/4/2011 12:00:00 AM-3/14/2013 12:00:00 AM-10/26/2010 12:00:00 AM-12/7/2010 12:00:00 AM-5/31/2011 12:00:00 AM-5/19/2011 12:00:00 AM-6/22/2011 12:00:00 AM-3/6/2012 12:00:00 AM-3/7/2012 12:00:00 AM-7/18/2011 12:00:00 AM-2/7/2011 12:00:00 AM-6/8/2011 12:00:00 AM-2/15/2011 12:00:00 AM-4/5/2011 12:00:00 AM-3/8/2011 12:00:00 AM-3/10/2011 12:00:00 AM-4/6/2011 12:00:00 AM-7/20/2011 12:00:00 AM-10/19/2011 12:00:00 AM-7/19/2011 12:00:00 AM-3/1/2013 12:00:00 AM- ; 
42;1205;136;none;Date;9194;http://purl.obolibrary.org/obo/OBI_0000747;9195;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; PN-Datum ; 3/29/2011 12:00:00 AM-5/4/2011 12:00:00 AM-4/19/2011 12:00:00 AM-5/24/2012 12:00:00 AM-6/20/2011 12:00:00 AM-4/20/2011 12:00:00 AM-6/19/2012 12:00:00 AM-5/3/2011 12:00:00 AM-8/8/2012 12:00:00 AM-5/17/2011 12:00:00 AM-7/18/2011 12:00:00 AM-5/18/2011 12:00:00 AM-5/31/2011 12:00:00 AM-5/30/2011 12:00:00 AM-6/21/2011 12:00:00 AM-9/14/2011 12:00:00 AM-6/8/2011 12:00:00 AM-6/7/2011 12:00:00 AM-6/22/2011 12:00:00 AM-7/19/2011 12:00:00 AM-10/18/2011 12:00:00 AM-8/16/2011 12:00:00 AM-11/28/2011 12:00:00 AM-8/17/2011 12:00:00 AM-8/18/2011 12:00:00 AM-9/13/2011 12:00:00 AM-10/20/2011 12:00:00 AM-11/29/2011 12:00:00 AM-10/19/2011 12:00:00 AM-4/17/2012 12:00:00 AM- ; 
42;1205;136;none;Date;9194;http://purl.obolibrary.org/obo/OBI_0000747;9195;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; PN-Datum ; 10/20/2011 12:00:00 AM-11/7/2011 12:00:00 AM-6/19/2012 12:00:00 AM-11/8/2011 12:00:00 AM-11/29/2011 12:00:00 AM-6/27/2012 12:00:00 AM-3/6/2012 12:00:00 AM-3/7/2012 12:00:00 AM-4/4/2012 12:00:00 AM-4/17/2012 12:00:00 AM-4/18/2012 12:00:00 AM-5/22/2012 12:00:00 AM-4/5/2012 12:00:00 AM-5/23/2012 12:00:00 AM-8/28/2012 12:00:00 AM-5/24/2012 12:00:00 AM-8/27/2012 12:00:00 AM-9/24/2013 12:00:00 AM-8/8/2012 12:00:00 AM-8/29/2012 12:00:00 AM-9/11/2012 12:00:00 AM-12/18/2013 12:00:00 AM-12/19/2013 12:00:00 AM-8/1/2012 12:00:00 AM-11/21/2012 12:00:00 AM-4/9/2014 12:00:00 AM-6/18/2012 12:00:00 AM-11/22/2012 12:00:00 AM-11/26/2012 12:00:00 AM-7/31/2012 12:00:00 AM- ; 
42;1205;136;none;Date;9194;http://purl.obolibrary.org/obo/OBI_0000747;9195;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; PN-Datum ; 12/18/2013 12:00:00 AM-7/31/2012 12:00:00 AM-8/1/2012 12:00:00 AM-7/31/2013 12:00:00 AM-1/14/2014 12:00:00 AM-9/10/2012 12:00:00 AM-7/3/2013 12:00:00 AM-7/30/2013 12:00:00 AM-8/23/2012 12:00:00 AM-9/11/2012 12:00:00 AM-10/22/2013 12:00:00 AM-8/1/2013 12:00:00 AM-8/25/2012 12:00:00 AM-9/24/2013 12:00:00 AM-8/26/2012 12:00:00 AM-9/12/2012 12:00:00 AM-10/8/2012 12:00:00 AM-11/21/2012 12:00:00 AM-10/10/2012 12:00:00 AM-10/9/2012 12:00:00 AM-2/14/2013 12:00:00 AM-2/20/2013 12:00:00 AM-3/14/2013 12:00:00 AM-5/6/2013 12:00:00 AM-11/26/2012 12:00:00 AM-12/17/2012 12:00:00 AM-12/20/2012 12:00:00 AM-10/24/2013 12:00:00 AM-5/7/2013 12:00:00 AM-6/5/2013 12:00:00 AM- ; 
42;1205;136;none;Date;9194;http://purl.obolibrary.org/obo/OBI_0000747;9195;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; PN-Datum ; 2/14/2013 12:00:00 AM-3/22/2013 12:00:00 AM-2/15/2013 12:00:00 AM-7/2/2013 12:00:00 AM-8/28/2013 12:00:00 AM-7/4/2013 12:00:00 AM-3/18/2013 12:00:00 AM-2/21/2013 12:00:00 AM-3/13/2014 12:00:00 AM-4/9/2013 12:00:00 AM-8/27/2013 12:00:00 AM-8/29/2013 12:00:00 AM-3/21/2013 12:00:00 AM-9/25/2013 12:00:00 AM-11/20/2013 12:00:00 AM-4/10/2013 12:00:00 AM-4/11/2013 12:00:00 AM-5/7/2013 12:00:00 AM-5/8/2013 12:00:00 AM-5/6/2013 12:00:00 AM-6/4/2013 12:00:00 AM-6/6/2013 12:00:00 AM-6/5/2013 12:00:00 AM-7/3/2013 12:00:00 AM-7/30/2013 12:00:00 AM-7/31/2013 12:00:00 AM-8/1/2013 12:00:00 AM-11/19/2013 12:00:00 AM-9/24/2013 12:00:00 AM-11/21/2013 12:00:00 AM- ; 
42;1205;136;none;Date;9194;http://purl.obolibrary.org/obo/OBI_0000747;9195;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; PN-Datum ; 9/25/2013 12:00:00 AM-9/26/2013 12:00:00 AM-10/22/2013 12:00:00 AM-11/20/2013 12:00:00 AM-1/15/2014 12:00:00 AM-10/23/2013 12:00:00 AM-11/19/2013 12:00:00 AM-11/21/2013 12:00:00 AM-12/17/2013 12:00:00 AM-1/14/2014 12:00:00 AM-12/19/2013 12:00:00 AM-1/16/2014 12:00:00 AM-2/12/2014 12:00:00 AM-3/12/2014 12:00:00 AM-3/11/2014 12:00:00 AM-4/9/2014 12:00:00 AM-4/10/2014 12:00:00 AM-2/11/2014 12:00:00 AM-2/13/2014 12:00:00 AM-3/13/2014 12:00:00 AM-4/8/2014 12:00:00 AM- ; 
42;1205;137;none;String;9197;http://purl.obolibrary.org/obo/ENVO_00012408;9198;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; Aquifer ; moT-moC- ; 
42;1205;138;none;String;9199;http://purl.obolibrary.org/obo/ENVO_01000002;9198;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; Well name ; H41-H51-H43-H42-H32-H53-H31-H52-H21- ; 
42;1205;140;time;String;9194;http://purl.obolibrary.org/obo/OBI_0000747;9195;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; sampling time ; 0.72569444444444398-NA-0.61805555555555602-0.72916666666666696-0.48611111111111099-0.625-0.5-0.5625-0.64583333333333304-0.69791666666666696-0.63888888888888895-0.40625-0.47916666666666702-0.65625-0.36458333333333298-0.49652777777777801-0.52430555555555602-0.67708333333333304-0.59722222222222199-0.51041666666666696-0.68055555555555503-0.46875-0.65277777777777801-0.55208333333333304-0.60069444444444398-0.55555555555555602-0.63194444444444398-0.61111111111111105-0.66666666666666696-0.64236111111111105- ; 
42;1205;140;time;String;9194;http://purl.obolibrary.org/obo/OBI_0000747;9195;http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date;9196;http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Standard;D03 - INFRA3 Hainich CZE_groundwater hydrochemistry;Kai Uwe Totsche ; AquaDiva Project, D03 - INFRA3 - Site Management and Central Experiements./Kai Uwe Totsche ; sampling time ; 0.59027777777777801-NA-0.53472222222222199-0.70833333333333304-0.51388888888888895-0.36458333333333298-0.48263888888888901-0.52083333333333304-0.61458333333333304-0.65972222222222199-0.67361111111111105-0.42708333333333298-0.71875-0.52430555555555602-0.36805555555555602-0.62152777777777801-0.59375-0.76041666666666696-0.46180555555555602-0.55555555555555602-0.58333333333333304-0.48958333333333298-0.44097222222222199-0.60416666666666696-0.69097222222222199-0.38541666666666702-0.45486111111111099-0.45833333333333298-0.51041666666666696-0.32430555555555601- ; 
